Symbol
HWBK
EA
KB
STWD
OXM
ASR
CASH
SLGN
VMC
DIT
ETV
GLW
CMCO
ACRE
BCE
NHS
STZ-B
VOC
BANX
ERH
UNTY
CMC
ESS
SWK
NFJ
MSVB
SSBI
BDJ
ROST
ATR
SPXX
RYN
DTE
EMF
AUY
OTEX
COF
BTZ
EEA
JHI
EXP
FEO
CASY
FFC
SO
GLU
KSU-P
ATAX
AFG
SPE
TGP
F
FT
ETW
COLM
PFD
JNJ
USB-PH
CIK
PATK
BDX
FLC
LXP
CIX
NVS
ARTNA
BCO
RGR
CATC
BNS
MNR
HYT
PBR-A
AEP
BANF
BTA
ANAT
CINF
KO
CIF
INVA
MCN
MMT
EFC
ADM
DMLP
FDUS
EWBC
NRIM
BGY
GM
DUK
ACU
GTY
LMT
CTS
NATI
VABK
CLX
MDT
MDLZ
EURN
MAIN
EQR
DIAX
PMO
NVG
IFN
FLO
CTSH
PSEC
FCFS
NATR
PRGS
FE
GPK
ZION
NTP
MRK
SBCF
INTC
BXMX
VSEC
VFC
RZA
CNQ
EHI
NPV
STT-PD
SOJA
EAD
SCM
AEO
MYE
HFBL
TSBK
GPC
INBK
PDT
BTO
CUBA
CWBC
PMM
AVB
CFR
COP
HTD
SYY
KRO
VBTX
BXMT
RGCO
EVV
FCCY
PML
ATO
MCR
GRF
THG
HIG
AEIS
MET-PA
VLT
PFO
NZF
ZTR
CB
IGA
CMCSA
PCH
EVF
SPG-PJ
IX
SMBK
NMFC
AGR
WWD
SBR
DDF
BLW
TXT
UL
IDA
SAL
DNP
OHI
HWKN
HIHO
NCZ
HIX
CHRW
HPS
PKX
SELF
TRP
SMFG
SAMG
O
BRC
FCT
PNM
PHT
CFG
HNW
FIS
ORI
SRE
PBR
JEQ
CEE
RCI
ETB
MMD
HRL
NAVI
FAM
UTMD
DSU
MOV
HIO
TSN
TCFC
PANL
HPI
BKN
MT
MCI
WEA
HPF
EVG
PCQ
SCL
QSR
MTG
NCV
HVT
OVLY
JPS
PII
MLI
ESE
CR
SIRI
DIS
MET
IROQ
TGNA
UBOH
NBHC
MMS
MPB
UBFO
PKBK
AG
PFLT
MBCN
BOE
GGN
NTRS
HI
NEA
DHF
CHMG
SMBC
MPA
MFV
BCBP
SKM
UBCP
WTBA
C-PJ
PFBC
MS-PA
MUJ
SEE
EARN
CTXS
FBMS
RBCAA
HVT-A
EMD
MPLX
NID
NAD
AEM
KEY
PETS
PFG
ESNT
DHY
EVBN
DCI
NLY
NMT
ARI
CMA
SLRC
HE
FUNC
PMX
OIA
EBF
SYBT
NWFL
ENB
VPV
CBSH
AGNC
MFC
KMB
DEA
NI
UNF
ESCA
SHBI
CBAN
HAS
IIM
FDX
FGBI
EC
MPC
KNOP
MQT
BYM
GS-PD
PHD
UMBF
TSI
JHS
VKI
FRAF
MIY
MYN
CCBG
AFB
MS-PI
CVS
LIVE
BFK
PCAR
OKE
LMRK
VSH
AIF
GS-PJ
KMPR
CAPL
GSBD
IGD
SAFT
VBF
PINC
LMRKP
RDY
IQI
CL
VGM
TRV
HTA
GS-PK
MTDR
ORA
QIWI
FCAP
HBAN
HYB
VKQ
FMNB
POR
DOW
DX
GRC
TEX
EIM
WHR
DOX
COFS
PIM
AWF
CIT
CXH
MPV
MUI
MUA
PBHC
WY
BG
SUNS
CXE
BML-PH
GOLD
NXP
ED
CHCO
BML-PG
CW
CUZ
CVA
FMBH
MQY
RE
BOKF
NNN
MIN
SYF
SJW
VMO
EVN
FBIZ
KW
BLE
HPE
MHF
VCV
ACC
WIW
MHN
AAP
OGS
FAX
CIM
ALCO
CEV
MUC
PNFP
FMN
FRA
EFT
FTF
VLY
CMU
BNY
AC
UG
TCBK
MGF
NAZ
KR
AIMC
IOSP
BTT
CMRE-PB
AGO
WSBF
LARK
PRK
ATRI
BKT
NVEC
BHV
GNE-PA
FORR
MLR
CNO
BGT
BAC-PE
PM
MYI
RCS
JNPR
SASR
BK
SNA
PHG
YORW
WTFCM
TCPC
LAZ
AINV
FNWB
SYNL
USPH
ZBK
PNNT
AJX
MOS
CIVB
ITUB
OXLC
LYB
IFF
MS-PF
MHI
MYD
WNC
GBDC
CBU
NUV
SWZ
PAI
NUO
BKH
LEA
SBFG
MYJ
VFL
LEO
TFSL
SRC
MHD
SOR
WIA
DMF
PSXP
MGEE
PMF
USB-PM
NJR
HRB
SXT
VIV
STT
BGFV
GLBZ
NKG
EBTC
DSM
HSTM
MCA
PEBK
NGVC
NMI
CNOB
SBSI
SILC
MUE
VVR
GD
KSM
NIM
IBCP
CMRE-PC
ATHM
JMM
AVA
EPD
MAV
JSM
DLNG-PA
BML-PL
PNF
ISBC
FMY
SNV
WTFC
BWXT
EVM
JBSS
UCBI
EML
LADR
PBT
FCF
MS-PE
MXF
SEIC
RL
INDB
NBH
BSL
NXR
AFT
MSD
ALV
DOC
PPBI
CATY
CMRE-PD
PRU
CZNC
CSGS
MNP
QCRH
FCBC
VZ
ECC
UMPQ
GEF
BOTJ
VTN
MVT
RDN
NFG
HR
MOG-B
PCTI
SGU
CAC
GSL-PB
HCKT
PEBO
NXC
USB
AL
NBO
NXQ
NX
FITBI
LOAN
REG
CNA
PGP
UBS
FCCO
ZBH
NNY
LANC
MOG-A
MVF
AGI
GAB-PG
NWE
AHH
BANR
KMT
MRCC
GAB-PH
SXI
SR
ALE
GSK
GIS
BDL
FRME
AUBN
BML-PJ
KT
JJSF
AMNB
PFIS
ESBK
ESSA
RVSB
GILD
OVBC
HBNC
FRBA
EMCF
HTBI
R
XRX
GS-PA
BLKB
BAC-PL
BRX
ENX
DAN
HES
CFFI
NHI
CCF
PZC
NXN
CBT
ORRF
SON
WFC-PL
IBTX
GABC
SRCE
BKU
HSC
TKC
BSRR
HMC
WASH
PYN
OMI
NBW
LXP-PC
WOR
ABTX
BMTC
D
L
UTL
HTH
MRLN
WMB
CZWI
MERC
UHT
BSMX
GSBC
PBB
MMU
HBCP
C
UVV
DTF
BFZ
NUS
ASRV
LZB
CPSI
SJM
MAN
BSBR
BKSC
VMM
BMRC
PNI
WVFC
RF-PB
WBS
SNN
PBFX
EIG
BKEPP
EGF
MYC
CXP
SCHW-PD
JMP
RWT
IP
OXLCO
MMM
WTM
SBS
MDU
ONB
EIX
CVCY
FNLC
SGC
SBI
OFS
DMO
BWA
PNW
MFM
UHS
ABCB
GBX
TNC
UGI
VGR
VCF
SHLX
KTF
BANC
CRWS
OSBC
NGG
BBSI
EBMT
STAR-PI
JW-A
STAR-PG
FIBK
SRLP
AEB
GGN-PB
WFC-PQ
NYMTO
GHC
OFED
CBFV
WF
STAR-PD
EFSC
ALSN
BDN
MNRO
MEI
JW-B
ITIC
NYMTP
TEI
PBCT
KMI
UBP
HTLF
GFF
ABM
MCY
BRKL
PDM
LNC
HFWA
GUT-PA
IBOC
PB
MFL
PUK-PA
NYMT
FRT
SMMF
LSBK
PGC
WSFS
HII
SPB
CVBF
ACNB
UVSP
MWA
WAFD
OFC
MTB
SWX
MBWM
KF
FANG
STL
WU
HIW
FISI
OXBR
RMR
MSM
KOF
BOH
IBM
LTC
LBAI
CCNE
WFC-PR
RGP
BHB
MO
AROW
TEF
AIR
SJT
DEI
EQC
CRI
MPX
ALGT
PLPC
KIM
THO
BXP
NWBI
CHMI
KRG
VIVO
NYCB
NMM
IVR-PB
FNB-PE
HFC
IIIN
RAND
KSS
BWFG
SKYW
NOM
KRC
ASB
SPG
MMP
HMN
PFS
WBK
CPF
LFC
WAB
BUSE
SFNC
TOWN
PVH
ADTN
WMK
CTBI
ITRN
HTBK
GNE
FOXA
SAIC
EVC
CAJ
DVN
K
PEO
FFBC
BGS
FULT
NKSH
MFA-PB
NBTB
PRIM
JOF
ARR
AMG
LCNB
MCBC
DGICA
BBD
TR
BANC-PE
WABC
NATH
GPP
MN
NL
TRMK
NHC
USB-PA
OMC
DGICB
SSP
DCOM
DD
BGSF
PZN
RPT-PD
SLMBP
NWN
ENR
PNBK
SSB
SMP
CAG
DIN
ISTR
T
ASTE
B
LEG
BEN
MITT-PB
CKX
HL-PB
CIZN
MITT-PA
GLOG-PA
RGA
ORAN
SJI
TMP
WSBC
PUK-P
ENS
IIF
MXE
WRE
OPOF
MOFG
CPLP
BFS
ING
FFIC
NRZ
DHIL
AAT
RNST
HL
MFG
BHE
ODC
NMR
PROV
VTR
STBA
UBA
SHEN
FHN
ALX
BIG
EGBN
PWOD
HOMB
UBSI
FMS
BAP
THFF
GEF-B
HURC
XRAY
AXS
NFBK
TSE
TRST
BBVA
UGP
KRNY
E
MEOH
SHG
MDP
VLGEA
BTI
FFNW
ALOT
ANDE
SWM
FNB
IBA
MARPS
TBNK
TLK
CEO
AVT
ATLO
FOX
APOG
SBGI
FEN
POWL
FMBI
ROIC
CRD-A
HEP
CVLY
WRK
PSO
NICK
SEB
CRT
PMTS
AMSF
STRA
SLG
CMP
AM
BGR
FLIC
KAR
SU
PBIP
NEU
BFIN
LCUT
WSR
PACW
BSM
FSTR
CAH
ADES
TACO
ZEUS
RPRX
WFC
COLB
MTX
TWO
INGR
UNB
IVZ
OCFC
IDCC
PUK
PSMT
SPH
AZZ
BCS
SIG
BBDO
AYI
HNI
TDS
STRT
RPT
CCU
PKE
CPB
BLX
AE
GRFS
GBLI
OEC
WDC
CBRL
JACK
GLT
CASS
CPAC
TILE
BHLB
KYN
CX
LYTS
GGAL
MFA
CFFN
MTR
NPK
PAHC
BDC
AAN
AAME
HTLD
HOLI
SCS
SPTN
AVD
WBA
CS
KOP
APWC
CVGW
UNM
CALM
WES
LYG
UVE
UE
CO
FSP
CVR
PLCE
NHTC
MTW
ACCO
GBL
HNNA
GWB
SXC
HSBC
FLS
AKR
KBAL
ABEV
KELYB
CDK
ARC
CSPI
CRD-B
KELYA
GPS
GHM
HOFT
PFIN
BP
BSAC
HAFC
EAT
BKEP
DB
MAT
BGCP
CAL
M
FF
CVEO
VHI
PLAY
TG
FL
RMAX
ARKR
NWLI
NWL
CBD
OGCP
WMPN
HOG
X
AVAL
HCSG
BCH
GHL
SNP
GT
INT
AGX
BELFA
RRD
CATO
OI
TS
TV
RLGY
EPC
DLX
BUD
KHC
UFCS
PTR
EGO
ALEX
PBI
ALK
EBIX
AKO-B
MATW
CULL
BRFS
ARLP
CINR
TGS
EVOL
NLSN
SVVC
FDP
GLNG
GORO
JCS
AKO-A
CMT
BELFB
SALM
MH-PC
TK
DAKT
SHI
CSTE
CECE
ADS
APA
GLOP
PATI
WHG
CRESY
SMLP
GEO
VET
AIRI
TUP
PMD
HMLP
AP
BPT
IRS
ITCB
FTI
TEVA
BMA
NNBR
CLB
DLNG
TEN
MHLD
CLRO
STAF
MIC
